zip,city,province,district,lon,lat
50588,Padavi Sritissapura,North Central Province,Anuradhapura,8.4941,80.4801
51000,Polonnaruwa,North Central Province,Polonnaruwa,7.9397,81.0027
51002,Kalingaela,North Central Province,Polonnaruwa,7.9615,81.043
51004,Onegama,North Central Province,Polonnaruwa,7.9833,81.0833
51006,Lakshauyana,North Central Province,Polonnaruwa,7.9615,81.043
51008,Unagalavehera,North Central Province,Polonnaruwa,7.9615,81.043
51014,Alutwewa,North Central Province,Polonnaruwa,7.95,80.55
51016,Parakramasamudraya,North Central Province,Polonnaruwa,7.95,80.55
51024,Jayanthipura,North Central Province,Polonnaruwa,8,81
51026,Giritale,North Central Province,Polonnaruwa,7.9833,80.9333
51031,Dimbulagala,North Central Province,Polonnaruwa,7.9167,80.55
51032,Kashyapapura,North Central Province,Polonnaruwa,7.9167,80.55
51033,Pelatiyawa,North Central Province,Polonnaruwa,7.9167,80.55
51034,Ellewewa,North Central Province,Polonnaruwa,7.9167,80.55
51037,Kalukele Badanagala,North Central Province,Polonnaruwa,7.9167,80.55
51039,Nuwaragala,North Central Province,Polonnaruwa,7.9167,80.55
51042,Wijayabapura,North Central Province,Polonnaruwa,8.0167,81.0833
51044,Talpotha,North Central Province,Polonnaruwa,8.0167,81.0833
51046,Palugasdamana,North Central Province,Polonnaruwa,8.0167,81.0833
51049,Tambala,North Central Province,Polonnaruwa,8.0167,81.0833
51050,Pulastigama,North Central Province,Polonnaruwa,7.9675,80.9572
51052,Sungavila,North Central Province,Polonnaruwa,7.9675,80.9572
51062,Sevanapitiya,North Central Province,Polonnaruwa,7.9667,81.1667
51064,Mutugala,North Central Province,Polonnaruwa,7.9667,81.1667
51066,Nawasenapura,North Central Province,Polonnaruwa,7.9667,81.1667
51070,Welikanda,North Central Province,Polonnaruwa,7.9516,81.2452
51072,Aselapura,North Central Province,Polonnaruwa,7.9516,81.2452
51076,Mahawela Sinhapura,North Central Province,Polonnaruwa,7.9516,81.2452
51089,Tamankaduwa,North Central Province,Polonnaruwa,7.9675,80.9572
51090,Mampitiya,North Central Province,Polonnaruwa,7.9675,80.9572
51092,Dalukana,North Central Province,Polonnaruwa,7.9675,80.9572
51094,Dewagala,North Central Province,Polonnaruwa,7.9675,80.9572
51096,Nelumwewa,North Central Province,Polonnaruwa,7.9675,80.9572
51098,Hansayapalama,North Central Province,Polonnaruwa,7.9675,80.9572
51100,Aralaganwila,North Central Province,Polonnaruwa,7.8912,80.7957
51102,Pimburattewa,North Central Province,Polonnaruwa,7.8912,80.7957
51104,Divuldamana,North Central Province,Polonnaruwa,7.8912,80.7957
51106,Damminna,North Central Province,Polonnaruwa,7.8912,80.7957
51108,Maduruoya,North Central Province,Polonnaruwa,7.8912,80.7957
51225,Diyabeduma,North Central Province,Polonnaruwa,7.8833,80.8833
51235,Attanakadawala,North Central Province,Polonnaruwa,7.85,80.8667
51244,Kottapitiya,North Central Province,Polonnaruwa,7.8125,80.84
51246,Jayasiripura,North Central Province,Polonnaruwa,7.8125,80.84
51250,Bakamuna,North Central Province,Polonnaruwa,7.7833,80.8167
51256,Orubendi Siyambalawa,North Central Province,Polonnaruwa,7.7539,80.8025
51258,Elahera,North Central Province,Polonnaruwa,7.7244,80.7883
51375,Galoya Junction,North Central Province,Polonnaruwa,7.8912,80.7957
51378,Sinhagama,North Central Province,Polonnaruwa,7.8912,80.7957
51400,Hingurakgoda,North Central Province,Polonnaruwa,8.0333,80.95
51408,Hingurakdamana,North Central Province,Polonnaruwa,8.0375,81.0297
51410,Minneriya,North Central Province,Polonnaruwa,8.0465,80.9025
51412,Kumaragama,North Central Province,Polonnaruwa,7.7569,80.3862
51414,Kawudulla,North Central Province,Polonnaruwa,7.7569,80.3862
51416,Galamuna,North Central Province,Polonnaruwa,7.4673,79.8699
51422,Yodaela,North Central Province,Polonnaruwa,7.5781,79.8681
51424,Yudaganawa,North Central Province,Polonnaruwa,7.5781,79.8681
51428,Divulankadawala,North Central Province,Polonnaruwa,7.5781,79.8681
51500,Medirigiriya,North Central Province,Polonnaruwa,7.9,80.4833
51504,Diyasenpura,North Central Province,Polonnaruwa,7.9,80.4833
51506,Mahatalakolawewa,North Central Province,Polonnaruwa,7.9,80.4833
51508,Meegaswewa,North Central Province,Polonnaruwa,7.9,80.4833
51514,Kawuduluwewa Stagell,North Central Province,Polonnaruwa,7.9,80.4833
51518,Maha Ambagaswewa,North Central Province,Polonnaruwa,7.9,80.4833
60000,Kurunegala,North Western Province,Kurunegala,7.4863,80.3623
60003,Kudagalgamuwa,North Western Province,Kurunegala,7.5351,80.3321
60004,Minhettiya,North Western Province,Kurunegala,7.584,80.3018
60013,Doratiyawa,North Western Province,Kurunegala,7.4578,80.383
60016,Indulgodakanda,North Western Province,Kurunegala,7.4253,80.4084
60024,Demataluwa,North Western Province,Kurunegala,7.5219,80.2898
60025,Ithanawatta,North Western Province,Kurunegala,7.4478,80.3475
60027,Boyagane,North Western Province,Kurunegala,7.4501,80.3415
60028,Kohilagedara,North Western Province,Kurunegala,7.4141,80.3659
60029,Kosgolla,North Western Province,Kurunegala,7.4052,80.3927
60034,Hindagolla,North Western Province,Kurunegala,7.484,80.4118
60036,Ambakote,North Western Province,Kurunegala,7.492,80.4532
60038,Morathiha,North Western Province,Kurunegala,7.5073,80.4875
60040,Ridigama,North Western Province,Kurunegala,7.5473,80.4963
60044,Delwite,North Western Province,Kurunegala,7.5102,80.5211
60045,Iriyagolla,North Western Province,Kurunegala,7.4731,80.5458
60047,Alawatuwala,North Western Province,Kurunegala,7.5102,80.5211
60052,Panagamuwa,North Western Province,Kurunegala,7.5551,80.4577
60053,Pihimbuwa,North Western Province,Kurunegala,7.4607,80.5171
60054,Kanadeniyawala,North Western Province,Kurunegala,7.4382,80.541
60058,Pilessa,North Western Province,Kurunegala,7.4546,80.4141
60060,Mawathagama,North Western Province,Kurunegala,7.4086,80.3091
60062,Kahapathwala,North Western Province,Kurunegala,7.2934,80.4557
60064,Inguruwatta,North Western Province,Kurunegala,7.1783,80.6023
60066,Meetanwala,North Western Province,Kurunegala,7.2934,80.4557
60072,Puswelitenna,North Western Province,Kurunegala,7.3746,80.3664
60074,Anhandiya,North Western Province,Kurunegala,7.262,80.2651
60076,Buluwala,North Western Province,Kurunegala,7.4873,80.4676
60080,Weuda,North Western Province,Kurunegala,7.4104,80.4814
60094,Uhumiya,North Western Province,Kurunegala,7.463,80.2924
60096,Kalugamuwa,North Western Province,Kurunegala,7.4498,80.2614
60100,Narammala,North Western Province,Kurunegala,7.4337,80.1971
60106,Karagahagedara,North Western Province,Kurunegala,7.4996,80.0548
60107,Bogamulla,North Western Province,Kurunegala,7.4666,80.126
60108,Lonahettiya,North Western Province,Kurunegala,7.4666,80.126
60112,Pahamune,North Western Province,Kurunegala,7.4774,80.1961
60121,Metiyagane,North Western Province,Kurunegala,7.3972,80.1745
60122,Muruthenge,North Western Province,Kurunegala,7.3972,80.1745
60130,Dambadeniya,North Western Province,Kurunegala,7.3633,80.1653
60135,Ihala Katugampala,North Western Province,Kurunegala,7.3633,80.1653
60140,Giriulla,North Western Province,Kurunegala,7.3211,80.1235
60152,Narangoda,North Western Province,Kurunegala,7.3753,80.0813
60155,Bopitiya,North Western Province,Kurunegala,7.3191,80.0824
60156,Elibichchiya,North Western Province,Kurunegala,7.3146,80.0516
60160,Pannala,North Western Province,Kurunegala,7.333,80.0329
60162,Labbala,North Western Province,Kurunegala,7.3423,80.079
60170,Gonawila,North Western Province,Kurunegala,7.3204,79.9974
60174,Daraluwa,North Western Province,Kurunegala,7.3573,79.9829
60176,Sandalankawa,North Western Province,Kurunegala,7.3389,79.9901
60181,Horambawa,North Western Province,Kurunegala,7.4475,80.1819
60182,Alahitiyawa,North Western Province,Kurunegala,7.4741,80.1709
60183,Kekunagolla,North Western Province,Kurunegala,7.4939,80.1697
60184,Kirimetiyawa,North Western Province,Kurunegala,7.5104,80.136
60186,Nakkawatta,North Western Province,Kurunegala,7.4541,80.1358
60188,Kithalawa,North Western Province,Kurunegala,7.476,80.1589
60195,Wewagama,North Western Province,Kurunegala,7.4167,80.1
60198,Walakumburumulla,North Western Province,Kurunegala,7.4217,80.0119
60200,Kuliyapitiya,North Western Province,Kurunegala,7.4688,80.0401
60202,Yakwila,North Western Province,Kurunegala,7.3843,80.0355
60204,Wadumunnegedara,North Western Province,Kurunegala,7.4073,79.9731
60206,Welpalla,North Western Province,Kurunegala,7.4374,80.0554
60208,Thalahitimulla,North Western Province,Kurunegala,7.428,80.0194
60209,Madakumburumulla,North Western Province,Kurunegala,7.442,79.993
60211,Ihala Gomugomuwa,North Western Province,Kurunegala,7.5135,80.0754
60212,Kirindawa,North Western Province,Kurunegala,7.4982,80.0977
60214,Anukkane,North Western Province,Kurunegala,7.5013,80.1123
60218,Munamaldeniya,North Western Province,Kurunegala,7.5469,80.0652
60221,Magulagama,North Western Province,Kurunegala,7.5413,80.0941
60226,Nagollagoda,North Western Province,Kurunegala,7.5255,80.0643
60227,Tharana Udawela,North Western Province,Kurunegala,7.5255,80.0643
60228,Deegalla,North Western Province,Kurunegala,7.5097,80.0346
60232,llukhena,North Western Province,Kurunegala,7.5477,79.9797
60236,Padiwela,North Western Province,Kurunegala,7.5477,79.9797
60238,lhala Kadigamuwa,North Western Province,Kurunegala,7.5477,79.9797
60240,Welipennagahamulla,North Western Province,Kurunegala,7.4328,79.9253
60250,Udubaddawa,North Western Province,Kurunegala,7.4759,79.9655
60260,Dummalasuriya,North Western Province,Kurunegala,7.4893,79.8925
60262,Watuwatta,North Western Province,Kurunegala,7.5241,79.9193
60266,Etungahakotuwa,North Western Province,Kurunegala,7.5209,79.9716
60280,Alawwa,North Western Province,Kurunegala,7.2971,80.2343
60284,Wennoruwa,North Western Province,Kurunegala,7.3646,80.2183
60286,Maharachchimulla,North Western Province,Kurunegala,7.3434,80.2082
60288,Keppitiwalana,North Western Province,Kurunegala,7.326,80.1821
60291,Bujjomuwa,North Western Province,Kurunegala,7.4558,80.0511
60292,Nawatalwatta,North Western Province,Kurunegala,7.4558,80.0511
60300,Polgahawela,North Western Province,Kurunegala,7.3381,80.3003
60304,Metikumbura,North Western Province,Kurunegala,7.359,80.3139
60306,Talawattegedara,North Western Province,Kurunegala,7.3816,80.2989
60308,Aragoda,North Western Province,Kurunegala,7.3573,80.3425
60312,Panaliya,North Western Province,Kurunegala,7.3391,80.335
60314,Yatigaloluwa,North Western Province,Kurunegala,7.3315,80.2633
60318,Wadakada,North Western Province,Kurunegala,7.399,80.2641
60330,Pothuhera,North Western Province,Kurunegala,7.4214,80.3303
60344,Maspotha,North Western Province,Kurunegala,7.8667,80.2167
60347,Bamunukotuwa,North Western Province,Kurunegala,7.8667,80.2167
60348,Panadaragama,North Western Province,Kurunegala,7.8667,80.2167
60350,Katupota,North Western Province,Kurunegala,7.537,80.1899
60354,Moragane,North Western Province,Kurunegala,7.5501,80.1406
60356,Kosdeniya,North Western Province,Kurunegala,7.5724,80.1397
60400,Wariyapola,North Western Province,Kurunegala,7.6177,80.245
60402,Wellagala,North Western Province,Kurunegala,7.6176,80.2815
60404,Malagane,North Western Province,Kurunegala,7.6608,80.2839
60406,Minuwangete,North Western Province,Kurunegala,7.7167,80.25
60408,Mirihanagama,North Western Province,Kurunegala,7.6532,80.2651
60410,Kobeigane,North Western Province,Kurunegala,7.6569,80.1307
60414,Hengamuwa,North Western Province,Kurunegala,7.7,80.1
60416,Alahengama,North Western Province,Kurunegala,7.6784,80.1154
60422,Kanattewewa,North Western Province,Kurunegala,7.6167,80.2
60424,Bandara Koswatta,North Western Province,Kurunegala,7.6095,80.1721
60426,Tuttiripitigama,North Western Province,Kurunegala,7.6023,80.1442
60430,Hettipola,North Western Province,Kurunegala,7.6033,80.0752
60434,Mandapola,North Western Province,Kurunegala,7.6338,80.1061
60436,Sunandapura,North Western Province,Kurunegala,7.6377,80.0637
60437,Boraluwewa,North Western Province,Kurunegala,7.6833,80.05
60438,Kuratihena,North Western Province,Kurunegala,7.6304,80.0235
60439,Pihimbiya Ratmale,North Western Province,Kurunegala,7.6377,80.0637
60441,Halmillawewa,North Western Province,Kurunegala,7.5963,80.0034
60450,Bingiriya,North Western Province,Kurunegala,7.6004,79.9345
60453,Tisogama,North Western Province,Kurunegala,7.6049,79.9443
60454,Weerapokuna,North Western Province,Kurunegala,7.6476,79.9904
60456,Wellarawa,North Western Province,Kurunegala,7.5666,79.908
60458,Hiruwalpola,North Western Province,Kurunegala,7.6049,79.9443
60461,Padeniya,North Western Province,Kurunegala,7.6556,80.2223
60462,Awulegama,North Western Province,Kurunegala,7.6556,80.2223
60464,Welawa Juncton,North Western Province,Kurunegala,7.6556,80.2223
60465,Wannigama,North Western Province,Kurunegala,7.6556,80.2223
60470,Nikaweratiya,North Western Province,Kurunegala,7.7503,80.1159
60472,Divullegoda,North Western Province,Kurunegala,7.75,80.2
60474,Hulogedara,North Western Province,Kurunegala,7.7833,80.1833
60476,Thimbiriyawa,North Western Province,Kurunegala,7.7667,80.1333
60477,Hulugalla,North Western Province,Kurunegala,7.7825,80.1378
60478,Sirisetagama,North Western Province,Kurunegala,7.7777,80.1506
60479,Mahagirilla,North Western Province,Kurunegala,7.8333,80.1333
60482,Nabadewa,North Western Province,Kurunegala,7.6833,80.0667
60483,Kotawehera,North Western Province,Kurunegala,7.7911,80.1023
60484,Meewellawa,North Western Province,Kurunegala,7.85,80.15
60485,Digannewa,North Western Province,Kurunegala,7.8811,80.1092
60486,Hilogama,North Western Province,Kurunegala,7.75,80.0833
60490,Wannirasnayakapura,North Western Province,Kurunegala,7.6851,80.1541
60492,Kadigawa,North Western Province,Kurunegala,7.715,79.9896
60495,Monnekulama,North Western Province,Kurunegala,7.8333,80.0667
60499,Torayaya,North Western Province,Kurunegala,7.5069,80.4061
60500,lbbagamuwa,North Western Province,Kurunegala,7.5979,80.457
60502,Kirindigalla,North Western Province,Kurunegala,7.5617,80.4807
60506,Kumbukwewa,North Western Province,Kurunegala,7.6342,80.4333
60508,Kumbukgeta,North Western Province,Kurunegala,7.5979,80.457
60512,Maeliya,North Western Province,Kurunegala,7.7411,80.4169
60514,Makulpotha,North Western Province,Kurunegala,7.7422,80.4467
60516,Mahamukalanyaya,North Western Province,Kurunegala,7.7417,80.4318
60518,Periyakadneluwa,North Western Province,Kurunegala,7.7417,80.4318
60522,Gokaralla,North Western Province,Kurunegala,7.6539,80.4367
60530,Dodangaslanda,North Western Province,Kurunegala,7.5729,80.5377
60532,Maduragoda,North Western Province,Kurunegala,7.5729,80.5377
60540,Melsiripura,North Western Province,Kurunegala,7.6442,80.5095
60544,Diddeniya,North Western Province,Kurunegala,7.6729,80.4793
60546,Hiriyala Lenawa,North Western Province,Kurunegala,7.6668,80.4796
60548,Kimbulwanaoya,North Western Province,Kurunegala,7.6668,80.4796
60549,Nelliya,North Western Province,Kurunegala,7.6833,80.45
60552,Madahapola,North Western Province,Kurunegala,7.7061,80.4964
60554,Pansiyagama,North Western Province,Kurunegala,7.7061,80.4964
60558,Panliyadda,North Western Province,Kurunegala,7.7061,80.4964
60570,Wellawa,North Western Province,Kurunegala,7.5556,80.3728
60572,Thalwita,North Western Province,Kurunegala,7.583,80.3667
60578,Makulwewa,North Western Province,Kurunegala,7.6103,80.3607
60580,Nikadalupotha,North Western Province,Kurunegala,7.6097,80.3925
60582,Hunupola,North Western Province,Kurunegala,7.6097,80.3925
60584,Thambagalla,North Western Province,Kurunegala,7.6097,80.3925
60590,Nagollagama,North Western Province,Kurunegala,7.7667,80.3
60600,Maho,North Western Province,Kurunegala,7.8228,80.2778
60602,Karambe,North Western Province,Kurunegala,7.7833,80.3333
60604,Balalla,North Western Province,Kurunegala,7.8,80.25
60606,Ridibendiella,North Western Province,Kurunegala,7.802,80.287
60612,Medivawa,North Western Province,Kurunegala,7.7498,80.3762
60620,Polpitigama,North Western Province,Kurunegala,7.8142,80.4042
60622,Ulpotha Pallekele,North Western Province,Kurunegala,7.8071,80.4188
60624,Thalakolawewa,North Western Province,Kurunegala,7.8,80.4333
60630,Konwewa,North Western Province,Kurunegala,7.6833,80.4167
60640,Moragollagama,North Western Province,Kurunegala,7.75,80.3
60646,Siyambalangamuwa,North Western Province,Kurunegala,7.6734,80.4748
60650,Ambanpola,North Western Province,Kurunegala,7.6214,80.4958
60700,Galgamuwa,North Western Province,Kurunegala,7.9965,80.2675
60704,Palukadawala,North Western Province,Kurunegala,7.947,80.2811
60706,Ataragalla,North Western Province,Kurunegala,7.9718,80.2743
60712,Gallewa,North Western Province,Kurunegala,7.9645,80.3232
60714,Makulewa,North Western Province,Kurunegala,8.0987,80.3427
60716,Ehetuwewa,North Western Province,Kurunegala,7.9334,80.34
60718,Embogama,North Western Province,Kurunegala,7.915,80.3626
60721,Wannikudawewa,North Western Province,Kurunegala,8.0107,80.2979
60722,Wannilhalagama,North Western Province,Kurunegala,8.0107,80.2979
60724,Mahananneriya,North Western Province,Kurunegala,8.0107,80.2979
60731,Mahagalkadawala,North Western Province,Kurunegala,8.0617,80.2936
60732,Usgala Siyabmalangamuwa,North Western Province,Kurunegala,8.0862,80.2271
60734,Tambutta,North Western Province,Kurunegala,8.0806,80.2311
60735,Pahalagiribawa,North Western Province,Kurunegala,8.0862,80.2271
60736,Saliya Asokapura,North Western Province,Kurunegala,8.0862,80.2271
60737,Solepura,North Western Province,Kurunegala,8.0862,80.2271
60738,Solewewa,North Western Province,Kurunegala,8.0862,80.2271
60739,Warawewa,North Western Province,Kurunegala,8.1162,80.1565
60750,Meegalawa,North Western Province,Kurunegala,7.9935,80.381
60752,Girathalana,North Western Province,Kurunegala,7.9935,80.381
60754,Kudakatnoruwa,North Western Province,Kurunegala,7.9935,80.381
61000,Chilaw,North Western Province,Puttalam,7.5758,79.7953
61004,Udappuwa,North Western Province,Puttalam,7.7477,79.7878
61006,Wijeyakatupotha,North Western Province,Puttalam,7.6618,79.7915
61008,Wilpotha,North Western Province,Puttalam,7.6618,79.7915
61012,Adippala,North Western Province,Puttalam,7.5789,79.8428
61014,Mugunuwatawana,North Western Province,Puttalam,7.5861,79.855
61018,Ilippadeniya,North Western Province,Puttalam,7.5716,79.8307
61022,Karawitagara,North Western Province,Puttalam,7.5303,79.7929
61024,Ambakandawila,North Western Province,Puttalam,7.5303,79.7929
61032,Kumarakattuwa,North Western Province,Puttalam,7.6577,79.8982
61040,Pallama,North Western Province,Puttalam,7.6841,79.9183
61042,Serukele,North Western Province,Puttalam,7.7313,79.9163
61110,Waikkal,North Western Province,Puttalam,7.2833,79.85
61120,Nainamadama,North Western Province,Puttalam,7.374,79.8842
61130,Dankotuwa,North Western Province,Puttalam,7.2964,79.8715
61136,Bujjampola,North Western Province,Puttalam,7.3299,79.9272
61138,Lihiriyagama,North Western Province,Puttalam,7.3461,79.9286
61144,Yogiyana,North Western Province,Puttalam,7.2915,79.9212
61150,Lunuwila,North Western Province,Puttalam,7.3462,79.8634
61154,Ihala Kottaramulla,North Western Province,Puttalam,7.382,79.8749
61158,Koswatta,North Western Province,Puttalam,7.3692,79.893
61162,Pothuwatawana,North Western Province,Puttalam,7.4921,79.9109
61170,Wennappuwa,North Western Province,Puttalam,7.3454,79.8386
61180,Katuneriya,North Western Province,Puttalam,7.3685,79.8314
61190,Nattandiya,North Western Province,Puttalam,7.4123,79.8624
61192,Dunkannawa,North Western Province,Puttalam,7.4265,79.8985
61195,Muttibendiwila,North Western Province,Puttalam,7.4541,79.8806
61198,Watugahamulla,North Western Province,Puttalam,7.4662,79.9101
61210,Marawila,North Western Province,Puttalam,7.4106,79.828
61220,Mahawewa,North Western Province,Puttalam,7.5139,79.9207
61224,Toduwawa,North Western Province,Puttalam,7.4925,79.8061
61226,Kudawewa,North Western Province,Puttalam,7.8857,80.0312
61230,Madampe,North Western Province,Puttalam,7.4979,79.8381
61233,Galmuruwa,North Western Province,Puttalam,7.5,79.8833
61234,Panirendawa,North Western Province,Puttalam,7.5575,79.8846
61236,Kakkapalliya,North Western Province,Puttalam,7.5306,79.8189
61238,Bangadeniya,North Western Province,Puttalam,7.627,79.8195
61242,Rajakadaluwa,North Western Province,Puttalam,7.6519,79.8339
61244,Nalladarankattuwa,North Western Province,Puttalam,7.6946,79.8363
61246,Battuluoya,North Western Province,Puttalam,7.6733,79.8351
61250,Mundel,North Western Province,Puttalam,7.8087,79.8246
61252,Kottantivu,North Western Province,Puttalam,7.8513,79.7899
61262,Baranankattuwa,North Western Province,Puttalam,7.7931,79.8601
61264,Angunawila,North Western Province,Puttalam,7.7753,79.8581
61266,Mangalaeliya,North Western Province,Puttalam,7.8501,79.8156
61270,Madurankuliya,North Western Province,Puttalam,7.8701,79.8229
61272,Mahakumbukkadawala,North Western Province,Puttalam,7.8393,79.8924
61274,Mukkutoduwawa,North Western Province,Puttalam,7.901,79.7534
61280,Palaviya,North Western Province,Puttalam,7.6767,79.8497
61300,Puttalam,North Western Province,Puttalam,8.0362,79.8283
61302,Ismailpuram,North Western Province,Puttalam,8.0362,79.8283
61306,Vanathawilluwa,North Western Province,Puttalam,8.0362,79.8283
61307,Karativponparappi,North Western Province,Puttalam,8.0362,79.8283
61308,Eluwankulama,North Western Province,Puttalam,8.0362,79.8283
61312,Sirambiadiya,North Western Province,Puttalam,8.112,80.0059
61314,Karuwalagaswewa,North Western Province,Puttalam,8.0638,79.9757
61316,Ihala Puliyankulama,North Western Province,Puttalam,8.1601,80.036
61322,Tabbowa,North Western Province,Puttalam,8.0993,79.8684
61324,Saliyawewa Junction,North Western Province,Puttalam,8.0993,79.8684
61326,Puttalam Cement Factory,North Western Province,Puttalam,8.0993,79.8684
61328,Attawilluwa,North Western Province,Puttalam,8.0993,79.8684
61341,Mampuri,North Western Province,Puttalam,7.9991,79.7391
61342,Norachcholai,North Western Province,Puttalam,7.9991,79.7391
61343,Ettale,North Western Province,Puttalam,7.9991,79.7391
61344,Talawila Church,North Western Province,Puttalam,7.9991,79.7391
61354,Palliwasalturai,North Western Province,Puttalam,8.0993,79.8684
61356,Kurinjanpitiya,North Western Province,Puttalam,8.0993,79.8684
61358,Kandakuliya,North Western Province,Puttalam,8.0993,79.8684
61360,Kalpitiya,North Western Province,Puttalam,8.2372,79.7628
61362,Kirimundalama,North Western Province,Puttalam,8.2372,79.7628
61500,Anamaduwa,North Western Province,Puttalam,7.8786,80.008
61502,Uridyawa,North Western Province,Puttalam,7.8226,79.9715
61504,Siyambalagashene,North Western Province,Puttalam,7.8226,79.9715
61506,Mudalakkuliya,North Western Province,Puttalam,7.8124,79.96
61508,Andigama,North Western Province,Puttalam,7.7768,79.9465
61512,Mahauswewa,North Western Province,Puttalam,7.9536,80.0573
61514,Inginimitiya,North Western Province,Puttalam,7.9468,80.1277
61516,Kuruketiyawa,North Western Province,Puttalam,8.0246,80.0513
61520,Nawagattegama,North Western Province,Puttalam,8,80.1167
61532,Kottukachchiya,North Western Province,Puttalam,7.9524,79.928
61534,Kalladiya,North Western Province,Puttalam,7.9524,79.928
71000,Kegalle,Sabaragamuwa Province,Kegalle,7.2523,80.3436
71009,Deldeniya,Sabaragamuwa Province,Kegalle,7.2863,80.3626
71014,Hiriwadunna,Sabaragamuwa Province,Kegalle,7.287,80.3783
71016,Molagoda,Sabaragamuwa Province,Kegalle,7.2578,80.3819
71022,Deewala Pallegama,Sabaragamuwa Province,Kegalle,7.2393,80.2857
71029,Yattogoda,Sabaragamuwa Province,Kegalle,7.2393,80.2857
71034,Damunupola,Sabaragamuwa Province,Kegalle,7.1813,80.3339
71035,Watura,Sabaragamuwa Province,Kegalle,7.1845,80.3794
71037,Debathgama,Sabaragamuwa Province,Kegalle,7.1807,80.4251
71039,Pothukoladeniya,Sabaragamuwa Province,Kegalle,7.1822,80.3795
71041,Aruggammana,Sabaragamuwa Province,Kegalle,7.1305,80.2991
71044,Beligala(Sab),Sabaragamuwa Province,Kegalle,7.2189,80.3017
71046,Helamada,Sabaragamuwa Province,Kegalle,7.3073,80.3043
71050,Dewalegama,Sabaragamuwa Province,Kegalle,7.2801,80.3186
71055,Imbulgasdeniya,Sabaragamuwa Province,Kegalle,7.3101,80.3161
71060,Nelundeniya,Sabaragamuwa Province,Kegalle,7.2267,80.2728
71062,Tuntota,Sabaragamuwa Province,Kegalle,7.4944,79.9094
71063,Mahapallegama,Sabaragamuwa Province,Kegalle,7.3605,80.0911
71100,Rambukkana,Sabaragamuwa Province,Kegalle,7.3164,80.3906
71105,Parape,Sabaragamuwa Province,Kegalle,7.3667,80.4167
71106,Thotawella,Sabaragamuwa Province,Kegalle,7.3563,80.3983
71108,Hewadiwela,Sabaragamuwa Province,Kegalle,7.3858,80.3878
71113,Udagaldeniya,Sabaragamuwa Province,Kegalle,7.3511,80.3511
71115,Dombemada,Sabaragamuwa Province,Kegalle,7.3798,80.3469
71116,Yatagama,Sabaragamuwa Province,Kegalle,7.3224,80.3552
71130,Pattampitiya,Sabaragamuwa Province,Kegalle,7.3124,80.4339
71200,Undugoda,Sabaragamuwa Province,Kegalle,7.1456,80.3633
71202,Kabagamuwa,Sabaragamuwa Province,Kegalle,7.1335,80.3389
71204,Alawatura,Sabaragamuwa Province,Kegalle,7.1259,80.3246
71208,Bossella,Sabaragamuwa Province,Kegalle,7.1471,80.3992
71210,Hettimulla,Sabaragamuwa Province,Kegalle,7.2094,80.358
71211,Maharangalla,Sabaragamuwa Province,Kegalle,7.2094,80.358
71220,Morontota,Sabaragamuwa Province,Kegalle,7.173,80.3612
71222,Gantuna,Sabaragamuwa Province,Kegalle,7.173,80.3612
71230,Bulathkohupitiya,Sabaragamuwa Province,Kegalle,7.1032,80.3344
71232,Ampagala,Sabaragamuwa Province,Kegalle,7.0673,80.2955
71234,Wegalla,Sabaragamuwa Province,Kegalle,7.0967,80.3041
71236,Udapotha,Sabaragamuwa Province,Kegalle,7.0821,80.3759
71237,Dedugala,Sabaragamuwa Province,Kegalle,7.0991,80.4016
71300,Ruwanwella,Sabaragamuwa Province,Kegalle,7.0427,80.2517
71303,Wahakula,Sabaragamuwa Province,Kegalle,7.0593,80.2084
71304,Waharaka,Sabaragamuwa Province,Kegalle,7.096,80.1878
71312,Galpatha(Sab),Sabaragamuwa Province,Kegalle,7.0494,80.2324
71313,Imbulana,Sabaragamuwa Province,Kegalle,7.0632,80.2544
71315,Lewangama,Sabaragamuwa Province,Kegalle,7.0494,80.2324
71318,Gonagala,Sabaragamuwa Province,Kegalle,7.0356,80.2104
71320,Amitirigala,Sabaragamuwa Province,Kegalle,7.0273,80.1836
71321,Batuwita,Sabaragamuwa Province,Kegalle,7.0537,80.1701
71325,Malmaduwa,Sabaragamuwa Province,Kegalle,7.1364,80.2738
71326,Yatapana,Sabaragamuwa Province,Kegalle,7.1369,80.3068
71350,Galigamuwa Town,Sabaragamuwa Province,Kegalle,7.2032,80.2956
71352,Hakahinna,Sabaragamuwa Province,Kegalle,7.2032,80.2956
71360,Pitagaldeniya,Sabaragamuwa Province,Kegalle,7.1453,80.2839
71363,Atale,Sabaragamuwa Province,Kegalle,7.1453,80.2839
71370,Kotiyakumbura,Sabaragamuwa Province,Kegalle,7.1238,80.2864
71372,Kannattota,Sabaragamuwa Province,Kegalle,7.0805,80.2794
71400,Dehiowita,Sabaragamuwa Province,Kegalle,6.9776,80.2624
71401,Deloluwa,Sabaragamuwa Province,Kegalle,6.9582,80.3174
71403,Anhettigama,Sabaragamuwa Province,Kegalle,6.9221,80.374
71407,Noori,Sabaragamuwa Province,Kegalle,6.9558,80.396
71411,Maliboda,Sabaragamuwa Province,Kegalle,6.8886,80.4285
71417,Hinguralakanda,Sabaragamuwa Province,Kegalle,6.9154,80.2972
71418,Boralankada,Sabaragamuwa Province,Kegalle,6.9721,80.3285
