zip,city,province,district,lon,lat
90065,Galauda,Province of Uva,Badulla,7.034,80.9861
90066,Beramada,Province of Uva,Badulla,7.0544,80.9785
90067,Godunna,Province of Uva,Badulla,7.0691,80.9803
90068,Landewela,Province of Uva,Badulla,6.9977,81.0039
90070,Kandegedara,Province of Uva,Badulla,7.0276,81.0339
90071,Pathanewatta,Province of Uva,Badulla,7.0276,81.0339
90072,Tennepanguwa,Province of Uva,Badulla,7.0276,81.0339
90080,Demodara,Province of Uva,Badulla,6.9002,81.0555
90082,Gawarawela,Province of Uva,Badulla,6.9,81.0639
90090,Ella,Province of Uva,Badulla,6.8756,81.0463
90091,Uva Karandagolla,Province of Uva,Badulla,6.8336,81.0705
90092,Ballaketuwa,Province of Uva,Badulla,6.8667,81.1
90094,Helapupula,Province of Uva,Badulla,6.8586,81.0723
90100,Bandarawela,Province of Uva,Badulla,6.8334,80.9853
90102,Kebillawela,Province of Uva,Badulla,6.811,80.9962
90104,Dulgolla,Province of Uva,Badulla,7.2388,80.7293
90106,Liyangahawela,Province of Uva,Badulla,6.9251,80.9389
90108,Ambadandegama,Province of Uva,Badulla,6.8173,81.0448
90112,Heeloya,Province of Uva,Badulla,6.8447,81.0199
90114,Makulella,Province of Uva,Badulla,6.8447,81.0199
90122,Helahalpe,Province of Uva,Badulla,6.8885,81.0357
90132,Diganatenna,Province of Uva,Badulla,6.8667,80.9667
90134,Mirahawatta,Province of Uva,Badulla,6.8718,80.9445
90138,Pattiyagedara,Province of Uva,Badulla,6.8751,80.979
90140,Ettampitiya,Province of Uva,Badulla,6.9387,80.9717
90150,Diyatalawa,Province of Uva,Badulla,6.8007,80.9546
90160,Haputale,Province of Uva,Badulla,6.7681,80.9595
90164,Ratkarawwa,Province of Uva,Badulla,6.8,80.9167
90165,Nikapotha,Province of Uva,Badulla,6.7333,80.9667
90166,Akkarasiyaya,Province of Uva,Badulla,6.7797,80.9208
90168,Ohiya,Province of Uva,Badulla,6.8173,80.8403
90170,Boralanda,Province of Uva,Badulla,6.827,80.894
90171,Pitapola,Province of Uva,Badulla,6.8097,80.893
90180,Haldummulla,Province of Uva,Badulla,6.7603,80.8844
90183,Soragune,Province of Uva,Badulla,6.8294,80.8806
90184,Kiriwanagama,Province of Uva,Badulla,6.9682,80.9118
90186,Kalupahana,Province of Uva,Badulla,6.7596,80.8455
90188,Uva Tenna,Province of Uva,Badulla,6.8294,80.8806
90190,Koslanda,Province of Uva,Badulla,6.7434,81.0189
90192,Uva Mawelagama,Province of Uva,Badulla,6.7434,81.0189
90200,Welimada,Province of Uva,Badulla,6.9044,80.9044
90204,Amunumulla,Province of Uva,Badulla,6.8664,80.9084
90206,Galedanda,Province of Uva,Badulla,6.8258,80.9291
90208,Gurutalawa,Province of Uva,Badulla,6.8362,80.9122
90212,Puhulpola,Province of Uva,Badulla,6.9028,80.9238
90214,Dikkapitiya,Province of Uva,Badulla,6.7422,80.9733
90216,Nugatalawa,Province of Uva,Badulla,6.8994,80.8806
90218,Medawela Udukinda,Province of Uva,Badulla,6.8481,80.9259
90222,Perawella,Province of Uva,Badulla,6.9378,80.8389
90224,Hangunnawa,Province of Uva,Badulla,6.9513,80.8729
90226,Uduhawara,Province of Uva,Badulla,6.9667,80.8667
90230,Uvaparanagama,Province of Uva,Badulla,6.8833,80.901
90300,Ambagasdowa,Province of Uva,Badulla,6.9232,80.8936
90302,Bowela,Province of Uva,Badulla,6.95,80.9333
90310,Lunuwatta,Province of Uva,Badulla,6.9334,80.9006
90322,Bambarapana,Province of Uva,Badulla,7.0032,80.9678
90324,Dimbulana,Province of Uva,Badulla,7,80.95
90326,Ambagahawatta,Province of Uva,Badulla,7.0167,80.9551
90328,Maspanna,Province of Uva,Badulla,7.0167,80.95
90329,Yalagamuwa,Province of Uva,Badulla,7.0469,80.9525
90350,Keppetipola,Province of Uva,Badulla,6.8975,80.8705
90352,Kalubululanda,Province of Uva,Badulla,6.8621,80.8791
90354,Bogahakumbura,Province of Uva,Badulla,6.8631,80.8639
90356,Kandepuhulpola,Province of Uva,Badulla,6.838,80.8638
90358,Hewanakumbura,Province of Uva,Badulla,6.8902,80.8473
90362,Boragas,Province of Uva,Badulla,6.9097,80.8356
90364,Silmiyapura,Province of Uva,Badulla,6.9097,80.8356
90500,Passara,Province of Uva,Badulla,6.9346,81.1574
90502,Bibilegama,Province of Uva,Badulla,6.8945,81.1361
90504,Miriyabedda,Province of Uva,Badulla,6.9,81.1667
90506,Kotamuduna,Province of Uva,Badulla,6.8929,81.1841
90508,Hingurukaduwa,Province of Uva,Badulla,6.8288,81.1573
90512,Gamewela,Province of Uva,Badulla,6.9186,81.2056
90518,Medawelagama,Province of Uva,Badulla,6.976,81.1712
90522,Pelagahatenna,Province of Uva,Badulla,6.9644,81.1584
90524,Hopton,Province of Uva,Badulla,6.9644,81.1584
90530,Lunugala,Province of Uva,Badulla,7.0369,81.2017
90532,Arawakumbura,Province of Uva,Badulla,7.0849,81.1982
90534,Pallekiruwa,Province of Uva,Badulla,7.0098,81.2362
90535,Madulsima,Province of Uva,Badulla,7.0334,81.1687
90540,Metigahatenna,Province of Uva,Badulla,6.9667,81.0833
90542,Atakiriya,Province of Uva,Badulla,7.0698,81.1023
90544,Pitamaruwa,Province of Uva,Badulla,7.1162,81.1262
90546,Kalugahakandura,Province of Uva,Badulla,7.1264,81.0975
90580,Namunukula,Province of Uva,Badulla,6.9041,81.1211
90582,Maussagolla,Province of Uva,Badulla,6.9091,81.1323
90584,Miyanakandura,Province of Uva,Badulla,6.8619,81.1486
90700,Mahiyanganaya,Province of Uva,Badulla,7.2444,81.1167
90702,Uraniya,Province of Uva,Badulla,7.2333,81.1
90704,Ridimaliyadda,Province of Uva,Badulla,7.2333,81.1
90706,Yalwela,Province of Uva,Badulla,7.2667,81.15
90712,Arawatta,Province of Uva,Badulla,7.3333,81.05
90714,Dambana,Province of Uva,Badulla,7.3583,81.1083
90716,Wewatta,Province of Uva,Badulla,7.3833,81.1667
90718,Sorabora Colony,Province of Uva,Badulla,7.3583,81.1083
90722,Aluttaramma,Province of Uva,Badulla,7.2221,81.0612
90724,Hebarawa,Province of Uva,Badulla,7.2221,81.0612
90726,Divulapelessa,Province of Uva,Badulla,7.2221,81.0612
90728,Kuruwitenna,Province of Uva,Badulla,7.2221,81.0612
90730,Mapakadawewa,Province of Uva,Badulla,7.3,81.1167
90734,Uva Tissapura,Province of Uva,Badulla,7.3,81.1167
90736,Aluketiyawa,Province of Uva,Badulla,7.3,81.1167
90738,Keselpotha,Province of Uva,Badulla,7.3,81.1167
90750,Girandurukotte,Province of Uva,Badulla,7.4,81.05
90752,Galporuyaya,Province of Uva,Badulla,7.4,81.05
90754,Malgoda,Province of Uva,Badulla,7.4,81.05
90756,Pahalarathkinda,Province of Uva,Badulla,7.4,81.05
96167,Idalgashinna,Province of Uva,Badulla,6.7819,80.8931
70250,Sewanagala,Province of Uva,Moneragala,6.3424,80.7847
70252,Kiriibbanwewa,Province of Uva,Moneragala,6.3424,80.7847
70254,Ekamutugama,Province of Uva,Moneragala,6.3424,80.7847
70256,Mahagama Colony,Province of Uva,Moneragala,6.3424,80.7847
91000,Monaragala,Province of Uva,Moneragala,6.8714,81.3487
91002,Pangura,Province of Uva,Moneragala,6.9825,81.3244
91003,Nakkala,Province of Uva,Moneragala,6.8875,81.2939
91004,Hulandawa,Province of Uva,Moneragala,6.8515,81.3427
91005,Wedikumbura,Province of Uva,Moneragala,6.8349,81.3879
91006,Marawa,Province of Uva,Moneragala,6.8169,81.3743
91007,Obbegoda,Province of Uva,Moneragala,6.9242,81.3493
91008,Galabedda,Province of Uva,Moneragala,6.9196,81.3805
91010,Dombagahawela,Province of Uva,Moneragala,6.9016,81.4425
91020,Ethimalewewa,Province of Uva,Moneragala,6.7689,81.4863
91022,Wilaoya,Province of Uva,Moneragala,6.8261,81.4907
91024,Kotiyagala,Province of Uva,Moneragala,6.7117,81.4818
91030,Siyambalanduwa,Province of Uva,Moneragala,6.9067,81.5461
91032,Kandaudapanguwa,Province of Uva,Moneragala,6.975,81.5149
91038,Buddama,Province of Uva,Moneragala,7.0434,81.4838
91040,Inginiyagala,Province of Uva,Moneragala,7.2233,81.541
91042,Nelliyadda,Province of Uva,Moneragala,7.2233,81.541
91050,Dambagalla,Province of Uva,Moneragala,6.9557,81.367
91052,Mariarawa,Province of Uva,Moneragala,6.9754,81.473
91054,Uva Gangodagama,Province of Uva,Moneragala,7.0113,81.4147
91056,Ruwalwela,Province of Uva,Moneragala,7.0262,81.386
91058,Baduluwela,Province of Uva,Moneragala,7.0878,81.4329
91060,Okkampitiya,Province of Uva,Moneragala,6.7456,81.3057
91070,Badalkumbura,Province of Uva,Moneragala,6.8922,81.2396
91098,Kumbukkana,Province of Uva,Moneragala,6.8235,81.3068
91100,Buttala,Province of Uva,Moneragala,6.7608,81.2488
91108,Moretuwegama,Province of Uva,Moneragala,6.7608,81.2488
91112,Uva Pelwatta,Province of Uva,Moneragala,6.7608,81.2488
91198,Warunagama,Province of Uva,Moneragala,6.7608,81.2488
91200,Wellawaya,Province of Uva,Moneragala,6.7264,81.1046
91202,Siyambalagune,Province of Uva,Moneragala,6.8043,81.1386
91204,Randeniya,Province of Uva,Moneragala,6.7856,81.109
91206,Weherayaya Handapanagala,Province of Uva,Moneragala,6.7721,81.1174
91250,Ettiliwewa,Province of Uva,Moneragala,6.682,81.1048
91295,Balaharuwa,Province of Uva,Moneragala,6.5716,81.049
91298,Uva Kudaoya,Province of Uva,Moneragala,6.5219,81.1228
91300,Tanamalwila,Province of Uva,Moneragala,6.4331,81.1285
91302,Angunakolawewa,Province of Uva,Moneragala,6.4004,81.0877
91306,Suriara,Province of Uva,Moneragala,6.4555,81.0577
91308,Hambegamuwa,Province of Uva,Moneragala,6.5331,80.9568
91312,Kotawehera Mankada,Province of Uva,Moneragala,6.4555,81.0577
91400,Kataragama,Province of Uva,Moneragala,6.4134,81.3346
91405,Sella Kataragama,Province of Uva,Moneragala,6.4134,81.3346
91500,Bibile,Province of Uva,Moneragala,7.1577,81.2192
91502,Ekiriyankumbura,Province of Uva,Moneragala,7.3,81.2167
91505,Pitakumbura,Province of Uva,Moneragala,7.1841,81.2816
91508,Nilgala,Province of Uva,Moneragala,7.1925,81.3759
91512,Kotagama,Province of Uva,Moneragala,7.1236,81.1902
91514,Diyakobala,Province of Uva,Moneragala,7.1056,81.2314
91516,Ayiwela,Province of Uva,Moneragala,7.1084,81.2411
91519,Nannapurawa,Province of Uva,Moneragala,7.0847,81.2629
91550,Medagana,Province of Uva,Moneragala,6.9979,81.2821
91552,Kandawinna,Province of Uva,Moneragala,6.9979,81.2821
91554,Bakinigahawela,Province of Uva,Moneragala,6.9979,81.2821
100,Fort,Western Province,Colombo,6.9392,79.8436
200,Slave lsland,Western Province,Colombo,7.3267,80.5226
200,Slave Island,Western Province,Colombo,6.9167,79.85
300,Colpetty,Western Province,Colombo,6.8833,79.85
400,Bambalapitiya,Western Province,Colombo,6.8914,79.8522
500,Havelock Town,Western Province,Colombo,6.8841,79.8608
600,Kirulapone,Western Province,Colombo,6.8753,79.8611
600,Wellawatta,Western Province,Colombo,6.8753,79.8611
800,Borella,Western Province,Colombo,6.9177,79.8742
1300,Kotahena,Western Province,Colombo,6.9459,79.8617
1500,Mutwal,Western Province,Colombo,6.95,79.8667
10100,Sri Jayawardenepu,Western Province,Colombo,6.8868,79.9551
10115,Malabe,Western Province,Colombo,6.9083,79.9649
10116,Talawatugoda,Western Province,Colombo,6.8738,79.9378
10118,Hokandara,Western Province,Colombo,6.891,79.9513
10120,Battaramulla,Western Province,Colombo,6.8964,79.9181
10150,Athurugiriya,Western Province,Colombo,6.8687,79.9998
10200,Homagama,Western Province,Colombo,6.844,80.0024
10202,Mullegama,Western Province,Colombo,6.8796,80.0131
10204,Habarakada,Western Province,Colombo,6.8708,80.0092
10206,Pitipana Homagama,Western Province,Colombo,6.848,80.0098
10208,Kiriwattuduwa,Western Province,Colombo,6.7977,80.0146
10230,Pannipitiya,Western Province,Colombo,6.8462,79.9448
10232,Hiripitya,Western Province,Colombo,6.8462,79.9448
10250,Nugegoda,Western Province,Colombo,6.8735,79.8899
10280,Maharagama,Western Province,Colombo,6.848,79.9265
10290,Boralesgamuwa,Western Province,Colombo,6.8382,79.9104
10300,Piliyandala,Western Province,Colombo,6.7999,79.9249
10302,Deltara,Western Province,Colombo,6.7841,79.9117
10304,Siddamulla,Western Province,Colombo,6.8232,79.9586
10306,Madapatha,Western Province,Colombo,6.768,79.929
10320,Polgasowita,Western Province,Colombo,6.7865,79.9657
10350,Dehiwala,Western Province,Colombo,6.8523,79.8656
10370,Mount Lavinia,Western Province,Colombo,6.8339,79.8644
10400,Moratuwa,Western Province,Colombo,6.773,79.8816
10500,Padukka,Western Province,Colombo,6.8408,80.0897
10502,Horagala,Western Province,Colombo,6.8107,80.0466
10504,Meegoda,Western Province,Colombo,6.8479,80.0484
10508,Kahawala,Western Province,Colombo,6.7772,80.1057
10511,Watareka,Western Province,Colombo,6.8509,80.064
10513,Batawala,Western Province,Colombo,6.878,80.0472
10522,Bope,Western Province,Colombo,6.832,80.1314
10524,Handapangoda,Western Province,Colombo,6.7939,80.1441
10526,Batugampola,Western Province,Colombo,6.7758,80.1344
10600,Kolonnawa,Western Province,Colombo,6.9329,79.8848
10620,Mulleriyawa New Town,Western Province,Colombo,6.9287,80.0478
10640,Kaduwela,Western Province,Colombo,6.9339,79.982
10650,Hanwella,Western Province,Colombo,6.9086,80.0796
10654,Ranala,Western Province,Colombo,6.9144,80.032
10656,Dedigamuwa,Western Province,Colombo,6.8905,80.027
10680,Waga,Western Province,Colombo,6.9019,80.1236
10682,Tummodara,Western Province,Colombo,6.9019,80.1236
10700,Avissawella,Western Province,Colombo,6.953,80.2075
10704,Napawela,Western Province,Colombo,6.953,80.2075
10712,Puwakpitiya,Western Province,Colombo,7.0331,80.0722
10714,Hewainna,Western Province,Colombo,7.0999,80.0944
10718,Kalatuwawa,Western Province,Colombo,7.1667,80.1167
10730,Kosgama,Western Province,Colombo,6.9404,80.1276
10732,Akarawita,Western Province,Colombo,6.9459,80.1114
10660,Pugoda,Western Province,Gampaha,6.9911,80.1197
10662,Kapugoda,Western Province,Gampaha,6.9504,80.0916
10664,Tittapattara,Western Province,Gampaha,6.9345,80.0902
11000,Gampaha,Western Province,Gampaha,7.0897,79.9925
11010,Ragama,Western Province,Gampaha,7.0292,79.917
11011,Batuwatta,Western Province,Gampaha,7.0527,79.9266
11012,Walpola (WP),Western Province,Gampaha,7.041,79.9218
11020,Ganemulla,Western Province,Gampaha,7.0652,79.963
11024,Bollete (WP),Western Province,Gampaha,7.0652,79.963
11030,Udugampola,Western Province,Gampaha,7.1167,79.9833
11033,Madelgamuwa,Western Province,Gampaha,7.1116,79.953
11034,Uggalboda,Western Province,Gampaha,7.1273,79.9563
11040,Bemmulla,Western Province,Gampaha,7.1229,80.0239
11043,Pethiyagoda,Western Province,Gampaha,7.1229,80.0239
11052,Ambagaspitiya,Western Province,Gampaha,7.0821,80.0616
11054,Udathuthiripitiya,Western Province,Gampaha,7.0716,80.0333
11056,Mudungoda,Western Province,Gampaha,7.061,80.0049
11061,Mandawala,Western Province,Gampaha,7.0188,80.083
11062,Lunugama,Western Province,Gampaha,6.9714,80.0933
11063,Naranwala,Western Province,Gampaha,7.0006,80.0245
11066,Nedungamuwa,Western Province,Gampaha,7.0393,80.0197
11068,Wanaluwewa,Western Province,Gampaha,7.0075,80.0551
11100,Veyangoda,Western Province,Gampaha,7.1535,80.0597
11102,Dewalapola,Western Province,Gampaha,7.1659,79.9905
11104,Watinapaha,Western Province,Gampaha,7.1891,80.0004
11104,Wattala,Western Province,Gampaha,6.9779,79.8898
11105,Kumbaloluwa,Western Province,Gampaha,7.1763,80.0827
11108,Essella,Western Province,Gampaha,7.1773,80.0123
11112,Muddaragama,Western Province,Gampaha,7.2077,80.0545
11114,Mabodale,Western Province,Gampaha,7.1981,80.0166
11116,Ellakkala,Western Province,Gampaha,7.144,80.1241
11120,Attanagalla,Western Province,Gampaha,7.1152,80.1341
11122,Alawala,Western Province,Gampaha,7.1202,80.1815
11126,Urapola,Western Province,Gampaha,7.0987,80.143
11128,Nikahetikanda,Western Province,Gampaha,7.0951,80.1689
11129,Rukmale,Western Province,Gampaha,7.4074,80.0869
11134,Bopagama,Western Province,Gampaha,7.0742,80.1501
11142,Ruggahawila,Western Province,Gampaha,7.0725,80.115
11144,Kahatowita,Western Province,Gampaha,7.0725,80.115
11146,Walgammulla,Western Province,Gampaha,7.0725,80.115
11150,Pallewela,Western Province,Gampaha,7.2,80.0833
11160,Kaleliya,Western Province,Gampaha,7.195,80.1136
11200,Mirigama,Western Province,Gampaha,7.2439,80.1212
11204,Loluwagoda,Western Province,Gampaha,7.2959,80.1346
11206,Kitalawalana,Western Province,Gampaha,7.2965,80.1001
11208,Divuldeniya,Western Province,Gampaha,7.3028,80.0957
11212,Ambepussa,Western Province,Gampaha,7.2507,80.1723
11214,Pamunuwatta,Western Province,Gampaha,7.2127,80.1375
11216,Bokalagama,Western Province,Gampaha,7.2317,80.1549
11222,Nawana,Western Province,Gampaha,7.2638,80.1012
11224,Kaluaggala,Western Province,Gampaha,6.9173,80.1109
11226,Walpita,Western Province,Gampaha,7.2601,80.0493
11228,Delwagura,Western Province,Gampaha,7.2661,79.9936
11232,Kotadeniyawa,Western Province,Gampaha,7.2844,80.0625
11234,Mellawagedara,Western Province,Gampaha,7.2844,80.0625
11242,Kitulwala,Western Province,Gampaha,7.5034,80.5318
11244,Banduragoda,Western Province,Gampaha,7.2266,80.0544
11250,Divulapitiya,Western Province,Gampaha,7.224,80.0094
11260,Marandagahamula,Western Province,Gampaha,7.2405,79.9723
11262,Hunumulla,Western Province,Gampaha,7.2453,79.9974
11264,Dunagaha,Western Province,Gampaha,7.2256,79.9685
11265,Ihala Madampella,Western Province,Gampaha,7.2507,79.9509
11270,Demanhandiya,Western Province,Gampaha,7.2282,79.8964
11320,Kandana,Western Province,Gampaha,7.048,79.8937
11324,Polpithimukulana,Western Province,Gampaha,7.045,79.8781
11328,Uswetakeiyawa,Western Province,Gampaha,7.0421,79.8624
11350,Ja-Ela,Western Province,Gampaha,7.0744,79.8919
11354,Niwandama,Western Province,Gampaha,7.0815,79.9308
11358,Makewita,Western Province,Gampaha,7.1023,79.9313
11370,Pamunugama,Western Province,Gampaha,7.1006,79.8481
11380,Ekala,Western Province,Gampaha,7.099,79.913
11390,Kotugoda,Western Province,Gampaha,7.1231,79.9263
11400,Raddolugama,Western Province,Gampaha,7.1371,79.9034
11410,Seeduwa,Western Province,Gampaha,7.1305,79.8871
11420,Katunayake(FTZ),Western Province,Gampaha,7.144,79.8887
11440,Katunayake Air Force Camp,Western Province,Gampaha,7.144,79.8887
11450,Katunayake,Western Province,Gampaha,7.1643,79.8757
11500,Negombo,Western Province,Gampaha,7.2083,79.8358
11504,Talahena,Western Province,Gampaha,7.1624,79.8246
11522,Kimbulapitiya,Western Province,Gampaha,7.2036,79.895
11524,Dagonna,Western Province,Gampaha,7.2219,79.9279
11526,Katuwellegama,Western Province,Gampaha,7.2234,79.9383
11532,Thimbirigaskatuwa,Western Province,Gampaha,7.2715,79.9484
11534,Katana,Western Province,Gampaha,7.2503,79.8957
11536,Akaragama,Western Province,Gampaha,7.2666,79.9652
11538,Badalgama,Western Province,Gampaha,7.2976,79.9844
11540,Kochchikade,Western Province,Gampaha,7.2657,79.8603
11550,Minuwangoda,Western Province,Gampaha,7.1663,79.9533
11558,Andiambalama,Western Province,Gampaha,7.1818,79.9001
11562,Wegowwa,Western Province,Gampaha,7.1715,79.9665
11564,Horampella,Western Province,Gampaha,7.1715,79.9665
11566,Yatiyana(WP),Western Province,Gampaha,7.1715,79.9665
11568,Hinatiyana Madawala,Western Province,Gampaha,7.1715,79.9665
11600,Kelaniya,Western Province,Gampaha,6.9553,79.922
11607,Siyambalape,Western Province,Gampaha,6.9707,79.9875
11618,Heiyanthuduwa,Western Province,Gampaha,6.9618,80.0025
11630,GonawalaWP,Western Province,Gampaha,6.9618,80.0025
11640,Makola,Western Province,Gampaha,6.9769,79.958
11650,Biyagama,Western Province,Gampaha,6.9423,79.9842
11670,Malwana,Western Province,Gampaha,6.9414,80.021
11672,Biyagama IPZ,Western Province,Gampaha,6.9414,80.021
11680,Dompe,Western Province,Gampaha,6.9503,80.051
11690,Dekatana,Western Province,Gampaha,6.9694,80.0481
11692,Demalagama,Western Province,Gampaha,6.9879,80.0483
11700,Delgoda,Western Province,Gampaha,6.9909,80.008
11710,Weliveriya,Western Province,Gampaha,7.0177,80.0488
11715,Henegama,Western Province,Gampaha,7.0177,80.0488
11720,Buthpitiya,Western Province,Gampaha,7.0491,80.0514
11724,Wathurugama,Western Province,Gampaha,7.0406,80.0713
11725,Radawana,Western Province,Gampaha,7.0321,80.0912
11730,Kirindiwela,Western Province,Gampaha,7.0417,80.1282
11734,Hiswella,Western Province,Gampaha,7.0417,80.1282
11741,Pepiliyawala,Western Province,Gampaha,6.9982,80.1286
11742,Mithirigala,Western Province,Gampaha,6.9982,80.1286
11830,Peliyagoda,Western Province,Gampaha,6.9685,79.8836
11850,Kadawatha,Western Province,Gampaha,7.0276,79.993
11856,Imbulgoda,Western Province,Gampaha,7.0376,79.9913
11858,Weboda,Western Province,Gampaha,7.0176,79.9946
11870,Yakkala,Western Province,Gampaha,7.0869,80.0271
11875,Kalagedihena,Western Province,Gampaha,7.1185,80.0563
11880,Nittambuwa,Western Province,Gampaha,7.1426,80.0938
11889,Debahera,Western Province,Gampaha,7.1426,80.0938
11890,Pasyala,Western Province,Gampaha,7.1666,80.1219
11892,Radawadunna,Western Province,Gampaha,7.1785,80.1409
11894,Weweldeniya,Western Province,Gampaha,7.184,80.1466
11896,Danowita,Western Province,Gampaha,7.207,80.1769
12000,Kalutara,Western Province,Kalutara,6.5831,79.9593
12005,Galpatha,Western Province,Kalutara,6.6053,79.9971
12006,Yatawara Junction,Western Province,Kalutara,6.6053,79.9971
12007,Koholana,Western Province,Kalutara,6.6189,80.0219
12008,Bolossagama,Western Province,Kalutara,6.6053,79.9971
12009,Remunagoda,Western Province,Kalutara,6.6138,80.01
12016,Gamagoda,Western Province,Kalutara,6.5909,80.0083
12020,Dodangoda,Western Province,Kalutara,6.5531,80.0223
12024,Bombuwala,Western Province,Kalutara,6.5721,80.0096
12025,Tebuwana,Western Province,Kalutara,6.5829,80.0466
12030,Neboda,Western Province,Kalutara,6.5891,80.084
12050,Paiyagala,Western Province,Kalutara,6.5075,80.0276
12055,Halkandawila,Western Province,Kalutara,6.5075,80.0276
12060,Maggona,Western Province,Kalutara,6.5041,79.9811
12070,Beruwala,Western Province,Kalutara,6.4788,79.9828
12074,Padagoda,Western Province,Kalutara,6.4526,80.0096
12078,Kalawila Kiranthidiya,Western Province,Kalutara,6.4657,79.9962
12080,Alutgama,Western Province,Kalutara,6.4394,79.9895
12090,Dharga Town,Western Province,Kalutara,6.424,80.0631
12094,Meegama,Western Province,Kalutara,6.424,80.0631
12100,Matugama,Western Province,Kalutara,6.5204,80.1128
12104,Yatadolawatta,Western Province,Kalutara,6.5273,80.0631
12106,Nawattuduwa,Western Province,Kalutara,6.5042,80.0934
12108,Welipenna,Western Province,Kalutara,6.465,80.1043
12112,Walagedara,Western Province,Kalutara,6.4485,80.078
12114,Pannila,Western Province,Kalutara,6.4399,80.1029
12116,Ittapana,Western Province,Kalutara,6.4217,80.0884
12118,Halwala,Western Province,Kalutara,6.4137,80.1097
12122,Paraigama,Western Province,Kalutara,6.4052,80.1253
12124,Yagirala,Western Province,Kalutara,6.3846,80.1605
12126,Mahakalupahana,Western Province,Kalutara,6.3949,80.1429
12127,Utumgama,Western Province,Kalutara,6.3949,80.1429
12130,Meegahatenna,Western Province,Kalutara,6.4394,80.1971
12134,Walallawita,Western Province,Kalutara,6.3615,80.1931
12136,Polgampola,Western Province,Kalutara,6.4681,80.1924
12138,Pelawatta,Western Province,Kalutara,6.4089,80.2166
12142,Boralugoda,Western Province,Kalutara,6.4336,80.2842
12144,Pahalahewessa,Western Province,Kalutara,6.4336,80.2842
12148,Danawala Thiniyawala,Western Province,Kalutara,6.4336,80.2842
12200,Agalawatta,Western Province,Kalutara,6.5422,80.1583
12204,Veyangalla,Western Province,Kalutara,6.5422,80.1583
12210,Mahagama,Western Province,Kalutara,6.6167,80.1667
12214,Pelanda,Western Province,Kalutara,6.6011,80.2322
12216,Molkawa,Western Province,Kalutara,6.609,80.233
12218,Kelinkanda,Western Province,Kalutara,6.5777,80.2969
12222,Kitulgoda,Western Province,Kalutara,6.4996,80.1807
12224,Bellana,Western Province,Kalutara,6.5237,80.1765
12230,Baduraliya,Western Province,Kalutara,6.5084,80.2329
12232,Morapitiya,Western Province,Kalutara,6.5352,80.263
12234,Hedigalla Colony,Western Province,Kalutara,6.5218,80.248
12236,Gurulubadda,Western Province,Kalutara,6.5218,80.248
12300,Bulathsinhala,Western Province,Kalutara,6.6744,80.1934
12302,Paragoda,Western Province,Kalutara,6.6109,80.2243
12304,Delmella,Western Province,Kalutara,6.6881,80.2057
12306,Halwatura,Western Province,Kalutara,6.6992,80.1914
12308,Diwalakada,Western Province,Kalutara,6.6994,80.1521
12310,Govinna,Western Province,Kalutara,6.6743,80.1159
12320,Anguruwatota,Western Province,Kalutara,6.6383,80.0861
12322,Uduwara,Western Province,Kalutara,6.6167,80.0667
12400,Horana,Western Province,Kalutara,6.7159,80.0626
12404,Pokunuwita,Western Province,Kalutara,6.7266,80.0369
12410,Gonapola Junction,Western Province,Kalutara,6.6927,80.0326
12412,Millaniya,Western Province,Kalutara,6.6927,80.0326
12414,Paragastota,Western Province,Kalutara,6.6685,79.9919
12416,Dombagoda,Western Province,Kalutara,6.6476,80.0471
12418,Kananwila,Western Province,Kalutara,6.762,80.0589
12422,Millewa,Western Province,Kalutara,6.7834,80.0625
12424,Miwanapalana,Western Province,Kalutara,6.7448,80.0922
12426,Kuda Uduwa,Western Province,Kalutara,6.7662,80.0784
12428,Kandanagama,Western Province,Kalutara,6.7648,80.0777
12432,Poruwedanda,Western Province,Kalutara,6.7373,80.1178
12440,lngiriya,Western Province,Kalutara,6.728,80.0609
12500,Panadura,Western Province,Kalutara,6.7132,79.9026
12524,Alubomulla,Western Province,Kalutara,6.7085,79.9489
12530,Bandaragama,Western Province,Kalutara,6.7144,79.988
12534,Welmilla Junction,Western Province,Kalutara,6.7072,80.0107
12538,Haltota,Western Province,Kalutara,6.7,80.0333
12550,Kehelwatta,Western Province,Kalutara,6.7517,79.9075
12560,Wadduwa,Western Province,Kalutara,6.6686,79.9253
12564,Morontuduwa,Western Province,Kalutara,6.6594,79.9726
12580,Waskaduwa,Western Province,Kalutara,6.6355,79.9472
32000,Ampara,Eastern Province,Ampara,7.2975,81.682
32006,Deegawapiya,Eastern Province,Ampara,7.2975,81.682
32008,Digamadulla Weeragoda,Eastern Province,Ampara,7.2975,81.682
32010,Hingurana,Eastern Province,Ampara,7.2144,81.6537
32012,Moragahapallama,Eastern Province,Ampara,7.2076,81.654
32014,Damana,Eastern Province,Ampara,7.2007,81.6542
32016,Madawalalanda,Eastern Province,Ampara,7.2076,81.654
32018,Mahanagapura,Eastern Province,Ampara,7.2076,81.654
32022,Pannalagama,Eastern Province,Ampara,7.0724,81.6065
32024,Bakmitiyawa,Eastern Province,Ampara,7.0194,81.6478
32031,Paragahakele,Eastern Province,Ampara,7.25,81.6
32032,Polwaga Janapadaya,Eastern Province,Ampara,7.137,81.5192
32034,Pahalalanda,Eastern Province,Ampara,7.137,81.5192
32035,Koknahara,Eastern Province,Ampara,7.186,81.5733
